address,area,price
"Москва, 6-я Радиальная ул., 3к9",65.7,136986
"Москва, Северо-Восточный административный округ, Останкинский район",50.8,172609
"Москва, ул. Погодинская, д. 4",187.1,1100544
"Москва, ул. Сущёвский Вал, вл. 49",76.1,391984
"Москва, ул. Петра Алексеева, вл. 12",74.7,196971
"Москва, ул. Восточная, вл. 4А/1, корп. 1, 2, 3",92.8,229950
"Москва, ул. Лобачевского/платформа «Матвеевская», стр. 1",97.6,216310
"Москва, Каширское ш., 65к2",20.0,197500
"Москва, Автозаводская ул., 23Бк2",47.0,212766
"Москва, Россия, Москва, Хорошёвское шоссе, 12к1",55.4,256318
"Москва, Россия, Москва, улица Искры, 1",110.0,163636
"Москва, ул. Никитинская, вл. 10/1",57.6,184557
"Москва, ш. Варшавское, вл. 170Е, корп. 4",23.0,239130
"Москва, пр-д 1-й Грайвороновский, вл. 1",49.0,187000
"Москва, ул. Автозаводская, стр. 8",130.7,175976
"Москва, Россия, Москва, улица Удальцова, 15",80.0,361250
"Москва, Россия, Москва, Фестивальная улица, 47",130.2,222734
"Москва, Россия, Москва, Туристская улица, 25к5",39.1,219949
"Москва, Россия, Москва, улица Академика Янгеля, 2",65.1,245776
"Москва, Россия, Москва, Шлюзовая набережная, 2А",45.0,540000
"Москва, Россия, Москва, улица Маршала Тухачевского, 51",67.0,291045
"Москва, Россия, Москва, улица Расплетина, 21",110.0,315455
"Москва, Россия, Москва, Нижняя Красносельская улица, 35с50",52.0,336519
"Москва, Россия, Москва, Муравская улица, 42к3",70.3,142248
"Москва, Россия, Москва, Михневская улица, 8",68.1,168869
"Москва, Россия, Москва, улица Генерала Белобородова, 27",130.1,222905
"Москва, ул. Производственная, вл. 6, стр. 3",33.6,203869
"Москва, Дмитровское ш., вл. 107, стр. 1А",41.2,193932
"Москва, ул. Илимская, вл. 3/5, стр. 7.1",79.7,123000
"Москва, Новочерёмушкинская ул., 58",81.3,209102
"Москва, 6-я Радиальная ул., 3к2",87.9,184187
"Москва, Рязанский пр-т, стр. 10",63.3,244224
"Москва, Люберцы, Вертолётная ул., 4/2",38.0,118421
"Москва, Москва, Береговой проезд, 5Ак5",74.0,310811
"Москва, Москва, г. Зеленоград, Георгиевский пр-кт, 33к6, Жемчужина Зеленограда",34.0,157353
"Москва, Москва, Каширское ш, 148к1",81.7,140636
"Москва, пр-д 3-й Силикатный, стр. 2",83.7,221220
"Москва, Москва, Беловежская ул, 75",51.0,174510
"Москва, ул. Архитектора Щусева, 2к1",95.9,260688
"Москва, Дмитровское ш., ЖК «Тринити»",40.8,170004
"Москва, пр-т Волгоградский, вл. 32/3, стр. 2",24.7,223000
"Москва, ул. 3-я Хорошевская, стр. 3, вл. 19",51.9,179950
"Москва, Северо-Западный административный округ, район Покровское-Стрешнево",141.9,213319
"Москва, пр-д Тюменский, вл. 3-5",36.4,235324
"Москва, Рублёвское ш., 70к5",51.5,256311
"Москва, Москва,Москва,Северный (САО),Ленинградский проспект, 35 к1",122.0,286885
"Москва, Россия, Москва, Рассказовка, Новомосковский административный, поселение Внуковское, бульвар Андрея Тарковского, 9",91.5,147541
"Москва, Москва,Москва,Новомосковский (НМАО),Андрея Тарковского б-р, 9",42.7,173302
"Москва, Россия, Москва, Рассказовка, поселение Внуковское, улица Анны Ахматовой, 8",89.0,194382
"Москва, пос. Совхоза имени Ленина, 17к3",68.0,148529
"Москва, ул. Илимская, вл. 3/5, стр. 9.1",79.4,123000
"Москва, Ленинский пр-кт, 111",80.0,316125
"Москва, ул. Муравская, д. 38, корп. 1",16.0,199375
"Москва, Россия, Москва, Москва, 1-й Зачатьевский, 5, Хамовники",163.0,737247
"Москва, г Москва, ул Ландышевая, д 14 к 3",114.6,257417
"Москва, г Москва, проезд Шмитовский, д 39 к 3",43.9,375854
"Москва, Муравская ул., 42к2",80.2,128429
"Москва, Донецкая ул., 30к1",57.1,175131
"Москва, ул. Трофимова, 9к2",96.8,253099
"Москва, ул. Маршала Катукова, 24к1",76.0,384211
"Москва, Веерная ул., 6",74.0,297297
"Москва, Рязанский пр-т, 2/1к3К",94.1,179596
"Москва, Никулинская ул., 12к2",72.0,234722
"Москва, пр-т Маршала Жукова, 59",65.1,278034
"Москва, ул. Феодосийская, д. 7, корп. 3",84.1,177765
"Москва, ул. Лобачевского, вл. 120",69.5,205089
"Москва, Люберцы, ул. Камова, 12",29.5,144068
"Москва, Россия, Москва (МО г. Видное), мкр. Южный, 26",78.2,84399
"Москва, Рязанский пр-т, стр. 17",62.3,186840
"Москва, пр-т Академика Сахарова, 9",55.1,350000
"Москва, п. Сосенское, пос. Коммунарка, жилые дома",84.8,120164
"Москва, Россия, Москва г., улица Новодмитровская, 2к5",27.5,265455
"Москва, Рязанский пр-т, стр. 15",49.0,181152
"Москва, Москва, Калининско-Солнцевская линия, метро Солнцево",54.0,187222
"Москва, Первомайская ул., 42",103.1,258487
"Москва, Московская область, город Люберцы, микрорайон Зенино ЖК Самолёт, улица Дружбы, дом 5/2",27.0,142593
"Москва, Россия, Москва, улица Лавочкина, 34",140.0,278571
"Москва, дер. Десна, д. 55",38.0,110526
"Москва, Мосфильмовская ул., 88к2с4",46.0,391304
"Москва, Россия, Москва, Еропкинский переулок, 16/23",190.0,894737
"Москва, Россия, Москва, Рассказовка, поселение Внуковское, бульвар Андрея Тарковского, 9",43.0,181395
"Москва, Россия, Москва г., бульвар Ходынский, 2",99.6,271084
"Москва, Наставнический пер., 6",99.0,333333
"Москва, ул. Дыбенко, 38к1",125.0,172376
"Москва, ул. Василия Ощепкова, 4",37.7,144907
"Москва, Россия, Москва г, Краснодарская ул, д. 48",75.3,159363
"Москва, Россия, Москва г, Милашенкова ул, д. 12, корп. б",93.2,254292
"Москва, Россия, Москва г, Куркино п, Родионовская ул, д. 2, корп. 1",186.0,150538
"Москва, Россия, Москва г, Римского-Корсакова Улица, д. 11, корп. 8",68.6,170554
"Москва, ул. Багрицкого, 10к4",47.9,240000
"Москва, ул. Сельскохозяйственная, вл. 38",86.0,248837
"Москва, Кутузовский пр-т, вл. 12, стр. 19",95.6,575314
"Москва, ул. Большая Полянка",80.0,125000
"Москва, пос. Коммунарка, ул. Потаповская Роща, 2к1",37.3,182306
"Москва, Янтарный пр.",78.0,165385
"Москва, Люберцы, Вертолётная ул., 24",30.8,133117
"Москва, пр-т Вернадского, 97к3",148.4,235849
"Москва, Рождественская ул., 21к2",23.0,139130
"Москва, Москва, Замоскворецкая линия, метро Белорусская",45.7,365000
"Москва, ул. Сергея Макеева, 9",47.0,447600
"Москва, ул. Автозаводская, стр. 17",38.1,293822
"Москва, ул. Петра Алексеева, вл. 12, блок-секция 4",36.6,215552
"Москва, Россия, Москва, Щукинская, Живописная улица, 21А",122.7,366748
"Москва, Россия, Москва, Баррикадная, улица Красная Пресня, 7",116.0,344828
"Москва, Россия, Москва, Ясный проезд, 25к2",39.0,192308
"Москва, ул. Сергея Макеева, вл. 9",45.3,455100
"Москва, Москва, Рязанский пр-кт, 2/1к2Б",62.8,200637
"Москва, ул. Василия Ощепкова, 1с1",35.4,152747
"Москва, Шелепихинское ш.",58.0,297155
"Москва, ул. Амурская, вл. 3",38.5,210390
"Москва, Шлюзовая наб., 2А",45.6,430178
"Москва, Россия, Москва, Москва, ЦАО, ул Ходынская, 2, стр.1",90.0,343889
"Москва, жилой комплекс Скандинавия, 4.2",39.6,159091
"Москва, Россия, Москва, Октябрьское поле, улица Маршала Тухачевского, 37/21",127.1,409127
"Москва, Россия, Москва, Молодежная, улица Толбухина, 11к2",207.0,425121
"Москва, Хорошевское ш., вл. 25",72.1,316227
"Москва, Россия, Москва, Белорусская, Большая Грузинская улица, 69",115.0,582609
"Москва, Россия, Москва, Тропарево, проспект Вернадского, 92к1",90.0,444444
"Москва, Россия, Москва, Фили, Филевский Парк, Береговой проезд, 5к1",67.4,318991
"Москва, Россия, Москва, Октябрьское поле, Хорошево-Мневники, Карамышевская набережная, 2А",50.5,267327
"Москва, пр-д Шмитовский, вл. 39, корп. 2",30.0,310000
"Москва, б-р Андрея Тарковского, 6",104.0,173077
"Москва, Москва, Юго-Западный административный округ, Ломоносовский район, жилой комплекс Версис",85.8,249883
"Москва, б-р Ореховый, вл. 24, корп. 2, стр. 1",21.0,254762
"Москва, Московская область, г. Люберцы, Барыкина ул, 8",40.0,115000
"Москва, Авиационная ул., 79Б",212.0,240566
"Москва, Россия, Москва, поселение Московский, Киевское шоссе, 23-й километр, 14к1",39.0,179487
"Москва, Московская область, город Люберцы, микрорайон Зенино ЖК Самолёт, улица Вертолетная, дом 4, корпус 1",38.0,121053
"Москва, Москва, Беломорская ул, 11к1, Белый Парк 2",91.0,209890
"Москва, Москва, Мосфильмовская улица, 74Б",77.0,266234
"Москва, Мосфильмовская ул., 88к2с5",75.5,476821
"Москва, пр-т Волгоградский, вл. 32/3, стр. 7",87.7,152680
"Москва, Дмитровское ш., вл. 107, корп. 2",116.2,147307
"Москва, Москва, Цимлянская ул, 3к1",46.2,216017
"Москва, Москва, Рязанский пр-кт, 2/1к2А",58.5,186325
"Москва, Москва, Маршала Тухачевского ул, 37/21",107.0,242991
"Москва, Россия, Москва, Верхние Лихоборы, Бескудниковский, Бескудниковский бульвар, 6к4",82.0,202439
"Москва, Россия, Москва г, Остроумовская Б. ул, д. 10, корп. 2",124.8,360577
"Москва, Дмитровское шоссе, вл. 107, корп. 3",58.5,204686
"Москва, Михневская ул., 8",59.0,157627
"Москва, Москва, улица Архитектора Щусева, 1",70.0,242857
"Москва, Люберцы, ул. Дружбы, 7/1",37.0,127027
"Москва, ул. Малая Бронная, д. 15Б",222.0,1734234
"Москва, ул. Зорге, вл. 9, корп. 1",64.2,167140
"Москва, ул. Камова/Каштановая/Вертолетная, д. 54",61.1,83255
"Москва, Ленинградский пр-т, 29к3",54.0,296296
"Москва, пр-т Вернадского, 94к2",89.0,505618
"Москва, дер. Раздоры, ш. Мякининское, стр. 12",62.5,116956
"Москва, ул. Феодосийская, д. 7, корп. 5",99.4,144728
"Москва, п. Сосенское, пос. Коммунарка, стр. 8.4",97.0,106136
"Москва, Производственная ул., 10к2",59.8,172241
"Москва, кв. 75, ул. Народного Ополчения, вл. 15, стр. 6",50.0,212000
"Москва, ул. Никулинская, вл. 11Г, стр. 2",65.0,131753
"Москва, ул. Никулинская, вл. 11Г, стр. 1",22.8,179974
"Москва, ул. Юннатов, вл. 4",61.9,276800
"Москва, ул. Вавилова, 69А",53.7,292446
"Москва, Шлюзовая наб., д. 2А",44.4,428380
"Москва, ул. Донецкая, вл. 30, стр. 3",92.9,127341
"Москва, Волоколамское ш., вл. 71/8",98.9,176912
"Москва, ул. Удальцова, 87к3",101.0,297030
"Москва, г Москва, ул Красногвардейская 3-я, д 3",78.2,382353
"Москва, г Москва, пр-кт Вернадского, д 94 к 5",50.6,444664
"Москва, ул. Мельникова, 3к1",60.9,197044
"Москва, Флотская ул., 7к3",76.0,155132
"Москва, ул. Заречная, вл. 2/1, этап 2, 4",37.8,259259
"Москва, ул. Зорге, вл. 9, корп. 3",28.2,224884
"Москва, ул. Дыбенко, стр. 5",80.7,204824
"Москва, ул. Дыбенко, стр. 4",57.3,221116
"Москва, Москва, Замоскворецкая линия, метро Аэропорт",73.3,315000
"Москва, Россия, Московская область, Видное, Новое ш, 14",62.0,102419
"Москва, Зеленоград, 2307Б",79.1,114286
"Москва, Люблинская ул., 165к2",61.6,211039
"Москва, Россия, Москва г., переулок Докучаев, 19",60.6,312706
"Москва, ш. Дмитровское, вл. 1",57.0,231754
"Москва, 1-й Красногвардейский пр-д, уч. 17-18",72.0,416667
"Москва, город Москва, Пресненский район, набережная Пресненская, дом 8, строение 1",107.0,485888
"Москва, Московская область, город Люберцы, микрорайон Зенино ЖК Самолёт, улица Вертолетная, дом 10",36.8,119565
"Москва, Москва, метро Парк Победы",42.0,123810
"Москва, ул. Сущёвский Вал, 49с1",119.5,365105
"Москва, Россия, Москва, Спартак, Волоколамское шоссе, 71к2",88.4,191742
"Москва, дер. Раздоры, ш. Мякининское, д. 1, корп. 3",35.1,145299
"Москва, п. Московский, д. Говорово, ул. Татьянин парк, стр. 8В",26.9,215613
"Москва, Россия, Москва, Рассказовка, Новомосковский административный, поселение Внуковское, улица Анны Ахматовой, 22",64.0,163984
"Москва, Россия, Москва, Октябрьское поле, улица Берзарина, 21",74.0,250000
"Москва, Россия, Москва, Октябрьское поле, улица Генерала Глаголева, 15к1",53.2,244361
"Москва, Московская область, город Люберцы, улица Вертолетная, дом 20",35.3,113286
"Москва, Россия, Москва, Тушинская, Волоколамское шоссе, 71к2",90.7,209482
"Москва, Россия, Москва, Солнцево, Производственная улица, 10к1",37.6,199468
"Москва, б-р Ореховый, вл. 24, корп. 2, стр. 2",81.3,197270
"Москва, Шелепихинская наб., д. 34, корп. 1",70.6,292075
"Москва, пр-д 3-й Силикатный, стр. 3",64.8,232430
"Москва, ул. Маресьева, стр. 8",56.9,132192
"Москва, ул. Рябиновая, д. 3, корп. 3",102.7,211443
"Москва, ул. Рябиновая, д. 3, корп. 4",38.2,259942
"Москва, ул. Лобачевского, 118к2",61.0,286885
"Москва, пр-т Волгоградский, вл. 32/3, стр. 3",36.9,212500
"Москва, ул. Автозаводская, стр. 14",35.6,241228
"Москва, ул. Краснобогатырская, д. 90, стр. 1",105.7,288553
"Москва, пр-д Невельского/ ш. Энтузиастов/ул. Золоторожский Вал, жилые дома",25.9,257012
"Москва, ул. Верхняя, д. 20, корп. 1",118.3,363166
"Москва, ул. Авиационная, д. 77, корп. 2",80.6,269175
"Москва, ул. Минская, д. 2",96.9,389033
"Москва, пер. Средний Тишинский, стр. 1/1;1/1; 1,2; 1, вл. 5-7, 7-9, 5/7; 5",94.1,584930
"Москва, ул. Золоторожский Вал, д. 3, корп. 1",67.5,248864
"Москва, Ленинский пр-т, 111к1",88.0,294318
"Москва, Мукомольный проезд, 2 строение 1",56.0,279464
"Москва, Москва, Рязанский пр-кт, 2/1к3К",58.0,193103
"Москва, Боровское ш., 2Ак4",70.0,175714
"Москва, Суздальская ул., 28",76.0,171053
"Москва, ул. Цимлянская, 3 корп. 1",56.0,169643
"Москва, Россия, Москва г, Лобачевского ул, д. 118, корп. 2",97.9,201226
"Москва, ул. Камова/Каштановая/Вертолетная, д. 52",36.8,101250
"Москва, Дмитровское ш., 71к3",24.2,200496
"Москва, Садовническая наб., 7",100.0,699000
"Москва, дер. Крекшино, стр. 5",28.0,125000
"Москва, ул. Олонецкая, д. 4",20.7,292271
"Москва, Москва г, Невельского проезд, 3К1",100.0,193000
"Москва, Россия, Москва, Новые черемушки, Новочерёмушкинская улица, 44к2",85.0,317647
"Москва, п. Внуковское, дер. Рассказовка, уч. 13/2, стр. 8",39.7,165818
"Москва, ул. Лобачевского, 114",36.6,286885
"Москва, пос. Коммунарка, ул. Потаповская Роща, 26к3",68.0,119118
"Москва, пр-т Мира, 188Бк3",108.0,220370
"Москва, ул. Маршала Бирюзова, 32к1",152.0,210526
"Москва, Россия, Москва г., улица Веерная, 22 к 1",89.0,235393
"Москва, Россия, Москва, Сходненская, Лодочная улица, 9",109.0,233945
"Москва, Совхозная ул., 41",65.0,198462
"Москва, Россия, Москва, Кузьминки, Волгоградский проспект, 74к1",33.0,218182
"Москва, Россия, Москва, Ломоносовский проспект, Мосфильмовская улица, 70к2",175.0,685714
"Москва, Россия, Москва, Борисово, Москворечье-Сабурово, улица Борисовские Пруды, 25к1",63.4,157681
"Москва, Россия, Москва, Достоевская, Мещанский, улица Советской Армии, 6",113.0,774336
"Москва, Москва, Зеленодольская улица, 41к1",39.5,225000
"Москва, ул. Дыбенко, вл. 7/1, стр. 2",53.7,223400
"Москва, ул. Дыбенко, вл. 7/1, стр. 1",29.9,224161
"Москва, ул. Викторенко, вл. 11",48.6,362000
"Москва, Россия, Москва, Москва, Феодосийская ул, 7к3",104.0,182692
"Москва, Люберцы, ул. Барыкина, 8",25.5,137255
"Москва, дер. Раздоры, ш. Мякининское, стр. 7",75.0,103723
"Москва, пос. Коммунарка, ул. Потаповская Роща, 12к1",37.2,174731
"Москва, Московская область, город Люберцы, микрорайон Зенино ЖК Самолёт, улица Вертолетная, дом 14/1",35.0,118571
"Москва, Россия, Москва г., бульвар Бескудниковский, 11, корп. 1",57.4,195122
"Москва, д. Раздоры, жилой комплекс Спутник, 6",31.0,145161
"Москва, п. Филимонковское, дер. Староселье, стр. 6",46.7,105439
"Москва, Москва, Верхняя ул, 22, Оливковый Дом",87.5,525714
"Москва, ул. 1-я Магистральная, д. 25",33.6,181200
"Москва, Карамышевская наб., 48к2",109.0,321101
"Москва, Мытная ул., 7с1",70.3,568848
"Москва, Россия, Москва г., проспект Маршала Жукова, 49",35.0,256857
"Москва, Россия, Москва г., шоссе Дмитровское, 107Ак1",62.0,170161
"Москва, Москва, Живарев пер, 8к1",56.0,374982
"Москва, Москва,Москва,Северный (САО),Дыбенко, 1 к1",31.4,241083
"Москва, Москва,Москва,Восточный (ВАО),Амурская, 3",38.6,168394
"Москва, ш. Варшавское, вл. 170Е, корп. 1",65.8,189210
"Москва, Россия, Москва г, Веерная ул, д. 6",50.2,250996
"Москва, Ленинградское ш., 124к1",62.0,193548
"Москва, Москва, Береговой проезд, 5к2",55.0,241818
"Москва, Москва, Полины Осипенко ул, 4к2",55.0,232727
"Москва, Флотская ул., 7к1",56.0,151786
"Москва, пр-д Багратионовский, стр. 1",73.9,250000
"Москва, ул. Нижняя Красносельская, д. 35, стр. 7, 23, 48, 50",58.7,436000
"Москва, Россия, Москва, Павелецкая набережная, 6А",101.0,226733
"Москва, Россия, Москва г., проезд Погонный, 14",58.0,258621
"Москва, Россия, Москва, Москва, Пресненская наб, 12, Пресненский",54.0,525741
"Москва, ул. Заречная, вл. 2/1, корп. 1",122.6,304000
"Москва, Россия, Москва, Москва, Сергея Макеева ул, 9к3",145.0,641379
"Москва, Россия, Москва, Москва, Мосфильмовская ул, 88к2 с4",78.0,487179
"Москва, Москва, проезд Невельского, 6к3",112.0,250893
"Москва, ул. 3-я Ямского Поля, д. 9",119.2,342181
"Москва, Люберцы, ул. Барыкина, 4",26.0,196154
"Москва, 6-я Радиальная ул., вл7к2",45.7,150985
"Москва, б-р Маршала Рокоссовского, 6к1Б",102.0,235294
"Москва, Суворовская ул., 10",147.0,360544
"Москва, Мосфильмовская ул., 8",100.0,550000
"Москва, ул. Никитина/Бианки, стр. 1",81.8,105345
"Москва, ул. Никитина/Бианки, стр. 4",97.1,98793
"Москва, Пресненская наб., 8с1",154.0,1038961
"Москва, Россия, Московская область, Красногорск, Почтовая улица, 16",74.0,137838
"Москва, пр-д Багратионовский, стр. 3",57.1,260946
"Москва, мкр. 2Г, стр. 17",50.7,265367
"Москва, Новодмитровская ул., 2к6",70.0,270714
"Москва, Россия, Москва г., улица Грина, 14",40.0,202500
"Москва, Россия, Москва, Профсоюзная улица, 64к2",100.0,360000
"Москва, город Москва, Обручевский район, проспект Ленинский, дом 107, корпус 1",80.0,286250
"Москва, Москва, Пресненская наб., д.8",223.0,381166
"Москва, Россия, Москва, метро Тропарево, Островитянова улица, 4",132.0,248106
"Москва, Производственная ул., 6к8",86.0,136047
"Москва, Москва, Орехово-Зуевский проезд, 14",37.0,206757
"Москва, Москва, Академика Королева ул, 10",130.0,400000
"Москва, Люберцы, ул. Дружбы, 1/2",27.0,127778
"Москва, Федеративный пр-т, 24",45.0,241111
"Москва, Зеленоград, Георгиевский пр-т, 37к1",62.0,151613
"Москва, Западный административный округ, район Тропарёво-Никулино",23.0,171739
"Москва, Россия, Москва, метро Новогиреево, Чечулина улица, 11к2",54.0,212963
"Москва, Москва, Никулинская ул, 27",195.2,204764
"Москва, Головинское ш., д. 10Б",135.2,208400
"Москва, Рязанский пр-т, стр. 19",36.4,196685
"Москва, ул. Старокрымская, д. 15, корп. 1",60.1,184692
"Москва, город Москва, Даниловский район, улица Архитектора Щусева, дом 2, корпус 3",69.3,258297
"Москва, Россия, Москва, Новые черемушки, Юго-Западный административный, Новочеремушкинская улица, 44к2",153.1,286741
"Москва, Москва, Донецкая ул, 30к2",60.3,152570
"Москва, ул. Архитектора Щусева, 1",38.5,337662
"Москва, п. Внуковское, дер. Рассказовка, уч. 13/2, стр. 9",68.7,127366
"Москва, Рязанский пр-т, 2/1к2Д",68.0,198529
"Москва, Днепропетровская ул., 25к1",38.0,213158
"Москва, б-р Яна Райниса, 4к3",38.0,250000
"Москва, 6-я Радиальная ул., к35В",27.6,123188
"Москва, г. Город Москва, Улица Тихвинская, дом 39",119.0,445378
"Москва, ул. Камова, д. 11/15",35.0,108571
"Москва, ул. Вертолётчиков, 4к8",18.0,157222
"Москва, ул. Мичуринский Проспект, Олимпийская Деревня, 10к1",48.0,447917
"Москва, ул. Милашенкова, 1",75.5,178808
"Москва, Россия, Московская область, Посёлок Нагорное, Бибирево, посёлок Нагорное, Липкинское шоссе, 27",25.7,136148
"Москва, ул. Воронцовские Пруды, 3",137.0,334307
"Москва, Киевское шоссе, 23-й километр, 14к3",38.0,176316
"Москва, Россия, Москва г., улица Академика Анохина, д4к2",107.0,251402
"Москва, Полярная ул., 13к2",62.0,172581
"Москва, Шепелюгинская ул.",63.0,174603
"Москва, Россия, Москва, метро Пролетарская, Талалихина улица, 8",120.0,404167
"Москва, рабочий пос. Бутово, жилой комплекс Бутово Парк, 26",55.5,129730
"Москва, Россия, Москва, Москва, Павелецкий 3-й проезд, 3, Даниловский",60.0,250000
"Москва, Россия, Москва, Москва, Мичуринский проспект.Олимпийская деревня ул, 1 к 1, Тропарёво-Никулино",50.3,298211
"Москва, Россия, Москва, метро Щукинская, Авиационная улица, 79А",275.0,484592
"Москва, Россия, Москва, Москва, Донецкая ул, 30к2",32.0,212500
"Москва, ул. Камова/Каштановая/Вертолетная, д. 53",62.0,92654
"Москва, ул. Лавочкина, 34",108.7,252990
"Москва, ул. Авиаконструктора Микояна, 14к1",76.0,376316
"Москва, Россия, Москва, Тульская, Духовской переулок, 20к2",31.9,225705
"Москва, ул. Петра Алексеева, 12с1",60.5,200337
